LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Multi_Headings	Yes
X_Columns	No
Time_Pref	Absolute
Operator	brodiej
Date	2014/12/19
Time	05:18:15.542484
***End_of_Header***	
	
Channels	2		
Samples	6400	6400	
Date	2014/12/10	2014/12/10	
Time	17:02:58	17:02:58	
Y_Unit_Label	Acceleration (g)	Acceleration (g)	
X_Dimension	Time (s)	Time (s)	
X0	5:02:58.640183768749 PM 12/10/2014	5:02:58.640183768749 PM 12/10/2014	
Delta_X	0.000605	0.000605	
***End_of_Header***			
X_Value	sj pick 4 - Acceleration - Ref	sj pick 4 - Acceleration - Meas	Comment
0.000000	0.000426	0.001208
0.000605	-0.001374	0.002122
0.001211	0.000145	-0.000763
0.001816	-0.000952	0.000689
0.002422	-0.000330	2.691543E-5
0.003027	-0.000412	-0.001483
0.003633	0.000216	0.000137
0.004238	-3.417375E-5	-0.000413
0.004844	0.000781	-0.000568
0.005449	0.000910	0.000125
0.006055	0.000831	-0.000866
0.006660	0.001536	0.000110
0.007266	0.000652	0.000770
0.007871	0.001413	0.001196
0.008477	0.000863	0.001265
0.009082	0.001378	0.002253
0.009687	0.000850	0.001522
0.010293	0.001045	-8.578195E-5
0.010898	0.000799	0.000178
0.011504	0.001091	0.000109
0.012109	0.000721	-0.000317
0.012715	0.000783	-0.001740
0.013320	0.000723	7.759943E-5
0.013926	-3.041832E-5	-0.002231
0.014531	-0.000412	-0.000470
0.015137	0.000776	0.000719
0.015742	4.594198E-5	0.000404
0.016348	-0.001101	-0.000609
0.016953	-8.236837E-5	0.000296
0.017559	-0.000432	0.002117
0.018164	-0.000730	0.000672
0.018770	-0.000683	0.001119
0.019375	-0.000212	0.001214
0.019980	-0.000318	0.001927
0.020586	8.474804E-5	-0.001045
0.021191	0.000127	-0.001999
0.021797	0.000527	-0.000266
0.022402	0.000269	-0.000314
0.023008	0.000719	-0.001111
0.023613	0.000861	-0.002320
0.024219	0.000398	-0.000284
0.024824	0.001196	-0.000757
0.025430	0.001151	-0.000116
0.026035	0.001005	0.000435
0.026641	0.001352	0.000509
0.027246	0.000275	0.000729
0.027852	0.000659	0.002662
0.028457	0.000294	0.000769
0.029062	-0.000275	0.001534
0.029668	-1.539662E-5	0.001940
0.030273	0.000475	0.002509
0.030879	-0.001017	0.000919
0.031484	0.000715	6.746263E-5
0.032090	-4.168460E-5	0.001831
0.032695	-0.000218	-0.000234
0.033301	0.001194	-0.001743
0.033906	0.001122	-0.001042
0.034512	0.000403	-0.002025
0.035117	0.001347	0.000456
0.035723	0.001158	7.834390E-6
0.036328	0.001097	-0.000782
0.036934	0.000791	0.001980
0.037539	-0.000211	0.002456
0.038145	-0.000599	0.002862
0.038750	-0.001401	0.000831
0.039355	-0.001479	0.001159
0.039961	-0.001656	0.002952
0.040566	-0.001560	0.000434
0.041172	-0.000481	-9.234106E-5
0.041777	-0.000384	-0.000896
0.042383	9.038118E-5	-0.001342
0.042988	0.000715	-0.000556
0.043594	0.001242	-0.002798
0.044199	0.001743	-0.001527
0.044805	0.001959	-0.001315
0.045410	0.001846	-0.001332
0.046016	0.001265	0.000423
0.046621	0.001122	0.001799
0.047227	-2.666290E-5	0.001209
0.047832	-0.000545	0.002752
0.048438	-0.000375	0.001819
0.049043	-0.001477	0.001351
0.049648	-0.001493	0.002724
0.050254	-0.001360	0.001336
0.050859	-0.001380	0.001188
0.051465	-0.000338	0.000368
0.052070	-0.000649	0.000259
0.052676	0.000363	-0.000643
0.053281	0.000395	-0.000275
0.053887	0.000788	-0.001361
0.054492	0.000848	0.000585
0.055098	0.000223	0.001906
0.055703	0.000704	0.001058
0.056309	0.000344	0.003897
0.056914	-0.000316	0.002678
0.057520	0.000190	0.002589
0.058125	-0.000254	0.002633
0.058730	-0.000407	0.002340
0.059336	-2.916652E-5	0.002089
0.059941	-0.000525	0.000691
0.060547	0.000229	-0.000331
0.061152	0.000542	-0.000862
0.061758	0.000676	0.000327
0.062363	0.000102	-0.000772
0.062969	0.001136	-0.000890
0.063574	0.000574	-0.000773
0.064180	0.000200	0.000219
0.064785	-0.000285	0.001383
0.065391	-7.235390E-5	0.001686
0.065996	-0.000979	0.000799
0.066602	-0.000402	0.002092
0.067207	-0.000629	0.001568
0.067812	-0.001277	0.000515
0.068418	-0.000310	0.001466
0.069023	3.467571E-5	-0.000308
0.069629	0.000121	0.000293
0.070234	0.000907	-0.001591
0.070840	0.001304	-0.000547
0.071445	0.001284	-0.001021
0.072051	0.001422	-0.001785
0.072656	0.000873	-0.001353
0.073262	0.001151	-0.001491
0.073867	0.000221	0.001084
0.074473	0.000603	0.000386
0.075078	0.000310	-0.000806
0.075684	0.000756	2.393402E-5
0.076289	-0.000208	0.002729
0.076895	0.000741	0.000842
0.077500	-0.000119	0.000968
0.078105	-3.918098E-5	0.000315
0.078711	0.000691	-0.000572
0.079316	0.000199	0.000330
0.079922	0.000386	-0.000135
0.080527	0.001075	-0.002539
0.081133	0.000855	-0.001309
0.081738	0.001396	-0.001011
0.082344	0.001712	-0.000776
0.082949	0.001999	-0.001174
0.083555	0.002059	-0.000974
0.084160	0.001922	-0.000267
0.084766	0.001601	-0.000162
0.085371	0.001405	-0.000870
0.085977	0.000935	-0.000261
0.086582	0.000751	0.000670
0.087188	0.000725	-0.000780
0.087793	0.000354	-0.000148
0.088398	0.000306	-0.001358
0.089004	-6.734667E-5	-0.000672
0.089609	0.000104	2.512658E-5
0.090215	9.413661E-5	-0.002274
0.090820	0.000824	-0.002417
0.091426	0.000421	-0.001433
0.092031	0.000560	-0.000115
0.092637	0.001452	-0.001357
0.093242	0.000767	-0.001417
0.093848	0.000707	-0.000871
0.094453	0.001572	0.000218
0.095059	0.000979	0.000970
0.095664	0.000488	1.976004E-5
0.096270	0.001122	0.001533
0.096875	0.000361	0.001342
0.097480	0.000485	0.000419
0.098086	6.534501E-5	-0.000319
0.098691	0.000113	0.000525
0.099297	0.000194	-0.000749
0.099902	1.965401E-5	-0.000475
0.100508	-9.426055E-5	-0.000442
0.101113	-7.861295E-5	-0.001475
0.101719	-6.922438E-5	0.000371
0.102324	0.000656	-0.000926
0.102930	0.000596	-0.000452
0.103535	0.000316	0.001307
0.104141	0.000926	0.000396
0.104746	0.000543	0.001431
0.105352	0.000723	0.000770
0.105957	0.000454	0.001463
0.106563	5.908597E-5	0.003065
0.107168	-0.000208	0.001129
0.107773	-5.920992E-5	0.000122
0.108379	-0.000393	2.214517E-5
0.108984	-0.000192	-0.000203
0.109590	0.000115	-0.001048
0.110195	0.000311	-0.001841
0.110801	0.000843	-0.000925
0.111406	0.001246	-0.000637
0.112012	0.000999	-0.000742
0.112617	0.000522	-5.135646E-7
0.113223	0.001154	-0.000372
0.113828	0.000132	0.002200
0.114434	-0.000364	0.001720
0.115039	0.000256	0.001365
0.115645	-0.000843	0.003983
0.116250	-0.001275	0.002946
0.116855	-0.000890	0.000593
0.117461	-0.001227	0.002082
0.118066	-0.000691	0.001652
0.118672	-0.001034	0.001207
0.119277	-0.000615	-0.000206
0.119883	-0.000546	-0.000865
0.120488	-0.000241	-0.000238
0.121094	0.000115	0.000658
0.121699	0.000477	-0.000498
0.122305	0.000447	0.000382
0.122910	0.000918	0.001413
0.123516	0.000428	0.002029
0.124121	0.000188	0.001795
0.124727	-9.763486E-6	0.002194
0.125332	-0.000628	0.003695
0.125938	-0.000470	0.002417
0.126543	-0.001312	0.001398
0.127148	-0.001239	0.000446
0.127754	-0.000894	0.000832
0.128359	-0.000740	0.001858
0.128965	-0.000785	-0.001359
0.129570	0.000562	-0.001436
0.130176	0.000487	0.001323
0.130781	0.001108	-0.001181
0.131387	0.000482	0.000835
0.131992	0.001390	-0.000298
0.132598	0.000696	0.000600
0.133203	0.001037	0.002489
0.133809	0.001233	0.000628
0.134414	0.000252	0.001336
0.135020	0.000650	0.002065
0.135625	5.846007E-5	0.000811
0.136230	-0.000450	0.000655
0.136836	-0.000405	-9.532247E-5
0.137441	-0.000375	0.000471
0.138047	-0.001255	0.001056
0.138652	-6.484305E-5	-0.000894
0.139258	-0.000367	-0.000550
0.139863	-0.000884	0.000499
0.140469	0.000283	-0.000213
0.141074	9.413661E-5	-3.450166E-5
0.141680	-0.000789	-0.001356
0.142285	0.000402	0.000510
0.142891	3.279800E-5	0.001633
0.143496	-0.000271	-0.000671
0.144102	0.000472	0.001645
0.144707	0.000400	0.000692
0.145313	-9.238284E-5	0.000524
0.145918	0.000316	0.000510
0.146523	0.000871	-0.001217
0.147129	0.000669	0.000230
0.147734	0.000808	4.361134E-5
0.148340	0.001494	-0.000741
0.148945	0.001357	-0.000831
0.149551	0.001212	-0.000906
0.150156	0.001164	-0.000716
0.150762	0.001272	-0.001650
