LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Multi_Headings	Yes
X_Columns	No
Time_Pref	Absolute
Operator	brodiej
Date	2014/12/19
Time	05:18:27.662177
***End_of_Header***	
	
Channels	2		
Samples	6400	6400	
Date	2014/12/10	2014/12/10	
Time	17:10:50	17:10:50	
Y_Unit_Label	Acceleration (g)	Acceleration (g)	
X_Dimension	Time (s)	Time (s)	
X0	5:10:50.318083868749 PM 12/10/2014	5:10:50.318083868749 PM 12/10/2014	
Delta_X	0.000605	0.000605	
***End_of_Header***			
X_Value	sj pick 3 base up - Acceleration - Ref	sj pick 3 base up - Acceleration - Meas	Comment
0.000000	0.001925	0.001705
0.000605	0.001740	0.001836
0.001211	0.001310	0.001998
0.001816	0.001122	0.001908
0.002422	0.000791	0.001773
0.003027	0.000584	0.001176
0.003633	4.594198E-5	0.001315
0.004238	-0.000224	0.001379
0.004844	-0.000292	0.001587
0.005449	-6.008061E-6	0.001264
0.006055	-1.414482E-5	0.000892
0.006660	0.000625	-6.670091E-5
0.007266	0.000407	0.000473
0.007871	0.001010	8.773624E-5
0.008477	0.000664	-0.000136
0.009082	0.000835	6.865520E-5
0.009687	0.000811	2.870427E-5
0.010293	0.000917	-0.000218
0.010898	0.000703	0.001295
0.011504	0.000855	0.001098
0.012109	0.000964	0.000680
0.012715	0.000782	0.001503
0.013320	0.000954	0.000847
0.013926	0.001077	0.000686
0.014531	0.001165	0.001374
0.015137	0.001099	0.000154
0.015742	0.000677	-9.890017E-5
0.016348	-7.673523E-5	0.000116
0.016953	-3.479965E-5	-0.000970
0.017559	-0.000585	-0.000602
0.018164	-0.000747	-0.000328
0.018770	-0.000704	-0.000501
0.019375	-0.000753	-0.000661
0.019980	-0.000815	-8.816708E-5
0.020586	-0.000428	-0.000561
0.021191	-0.000278	0.000440
0.021797	0.000430	-0.000113
0.022402	0.000707	0.000444
0.023008	0.001560	0.000810
0.023613	0.001919	-0.000546
0.024219	0.001891	0.000136
0.024824	0.002259	-9.234106E-5
0.025430	0.001955	-0.000206
0.026035	0.001980	-0.000719
0.026641	0.001353	-0.001185
0.027246	0.001285	-0.001008
0.027852	0.000247	-0.000436
0.028457	-8.111656E-5	-0.001259
0.029062	-0.000383	-0.001148
0.029668	-0.001039	-0.001485
0.030273	-0.001858	-0.001958
0.030879	-0.002480	-0.001074
0.031484	-0.003076	-0.001157
0.032090	-0.002756	-0.001606
0.032695	-0.002182	-0.000809
0.033301	-0.001982	-0.001621
0.033906	-0.001389	-0.001711
0.034512	-0.000861	-0.000680
