Date,12/31/03,12/31/03
Time,16:00:00,16:00:00
Y_Unit_Label,Acceleration (g),Acceleration (g)
X_Dimension,Time (s),Time (s)
X0,0.00E+00,0.00E+00
Delta_X,0.000488,0.000488
***End_of_Header***,,
X_Value,tapping near accel - sink cntr - Acceleration - platform,tapping near accel - sink cntr - Acceleration - table
0.402344,-0.029849,0.001417
0.402832,-0.030824,0.001527
0.40332,-0.031472,0.001461
0.403809,-0.031589,0.001257
0.404297,-0.031413,0.000985
0.404785,-0.030888,0.00045
0.405273,-0.030154,0.00013
0.405762,-0.028882,-0.000397
0.40625,-0.026942,-0.00085
0.406738,-0.025939,-0.001181
0.407227,-0.024058,-0.001447
0.407715,-0.02146,-0.001865
0.408203,-0.018502,-0.001862
0.408691,-0.015286,-0.001907
0.40918,-0.011785,-0.001856
0.409668,-0.009697,-0.001939
0.410156,-0.006011,-0.001876
0.410645,-0.002804,-0.001952
0.411133,0.000517,-0.001997
0.411621,0.004142,-0.001981
0.412109,0.00715,-0.001834
0.412598,0.009952,-0.001808
0.413086,0.013051,-0.001603
0.413574,0.016036,-0.001564
0.414062,0.018848,-0.001397
0.414551,0.021413,-0.001238
0.415039,0.024215,-0.001108
0.415527,0.025955,-0.00086
0.416016,0.027003,-0.000768
0.416504,0.028889,-0.000365
0.416992,0.030175,-5.50E-05
0.41748,0.030678,0.000331
0.417969,0.030731,0.000697
0.418457,0.030232,0.00101
0.418945,0.029066,0.001172
0.419434,0.028213,0.001239
0.419922,0.027919,0.001325
0.42041,0.026302,0.001349
0.420898,0.024373,0.001292
0.421387,0.021692,0.001325
0.421875,0.019381,0.001296
0.422363,0.017205,0.001465
0.422852,0.014105,0.00164
0.42334,0.011512,0.001902
0.423828,0.008373,0.002295
0.424316,0.005444,0.002673
0.424805,0.00254,0.003161
0.425293,-0.000811,0.003339
0.425781,-0.003895,0.003575
0.42627,-0.00697,0.003568
0.426758,-0.010469,0.003409
0.427246,-0.013075,0.00316
0.427734,-0.01629,0.002653
0.428223,-0.01887,0.002345
0.428711,-0.020963,0.001925
0.429199,-0.023226,0.001689
0.429687,-0.025028,0.001449
0.430176,-0.026669,0.001222
0.430664,-0.027597,0.000953
0.431152,-0.02817,0.000817
0.431641,-0.028398,0.000725
0.432129,-0.027838,0.000818
0.432617,-0.027636,0.000756
0.433105,-0.027419,0.000645
0.433594,-0.026294,0.000708
0.434082,-0.024793,0.000578
0.43457,-0.023191,0.000266
0.435059,-0.021089,0.000113
0.435547,-0.01943,-5.81E-05
0.436035,-0.016655,-0.000207
0.436523,-0.014096,-0.000319
0.437012,-0.010973,-0.000395
0.4375,-0.008042,-0.00038
0.437988,-0.005499,-0.000346
0.438477,-0.001979,-0.000249
0.438965,0.001229,-3.87E-05
0.439453,0.004509,0.00022
0.439941,0.007988,0.00046
0.44043,0.011059,0.00063
0.440918,0.01414,0.000884
0.441406,0.017023,0.001111
0.441895,0.019609,0.001232
0.442383,0.021833,0.001402
0.442871,0.024524,0.001568
0.443359,0.026597,0.001602
0.443848,0.027968,0.001546
0.444336,0.029292,0.001628
0.444824,0.030075,0.00173
0.445312,0.030701,0.001711
0.445801,0.030731,0.001777
0.446289,0.030433,0.001795
0.446777,0.03024,0.00186
0.447266,0.02971,0.001713
0.447754,0.028294,0.001561
0.448242,0.026703,0.00154
0.44873,0.024941,0.001414
0.449219,0.023034,0.001381
0.449707,0.020523,0.001479
0.450195,0.017787,0.001836
0.450684,0.014938,0.002153
0.451172,0.011518,0.002436
0.45166,0.008417,0.002565
0.452148,0.006038,0.002715
0.452637,0.002574,0.002619
0.453125,-0.001039,0.002528
0.453613,-0.004555,0.002399
0.454102,-0.007381,0.002208
0.45459,-0.010122,0.002143
0.455078,-0.012856,0.00209
0.455566,-0.016243,0.001874
0.456055,-0.018489,0.001703
0.456543,-0.021117,0.001343
0.457031,-0.023355,0.001096
0.45752,-0.024656,0.000738
0.458008,-0.02631,0.000529
0.458496,-0.027533,0.000398
0.458984,-0.028248,0.000319
0.459473,-0.028261,0.000445
0.459961,-0.027983,0.000483
0.460449,-0.027819,0.000493
0.460937,-0.027652,0.000341
0.461426,-0.02642,0.000205
0.461914,-0.02527,-2.81E-05
0.462402,-0.023578,-0.000316
0.462891,-0.0216,-0.000381
0.463379,-0.019436,-0.000677
0.463867,-0.017215,-0.000912
0.464355,-0.014137,-0.001202
0.464844,-0.011805,-0.001351
0.465332,-0.008937,-0.001612
0.46582,-0.005725,-0.001709
0.466309,-0.002209,-0.001666
0.466797,0.001106,-0.001601
0.467285,0.004445,-0.001287
0.467773,0.007327,-0.001076
0.468262,0.01032,-0.0008
0.46875,0.012976,-0.000711
0.469238,0.015538,-0.000788
0.469727,0.017596,-0.000728
0.470215,0.019439,-0.000748
0.470703,0.021614,-0.000877
0.471191,0.023456,-0.00092
0.47168,0.025144,-0.000913
0.472168,0.025691,-0.000786
0.472656,0.026122,-0.000598
0.473145,0.026565,-0.000303
0.473633,0.026502,-7.13E-05
0.474121,0.026768,0.000198
0.474609,0.026129,0.000684
0.475098,0.024752,0.00101
0.475586,0.023919,0.001369
0.476074,0.022511,0.001581
0.476562,0.02095,0.001662
0.477051,0.018607,0.001792
0.477539,0.015916,0.001558
0.478027,0.013135,0.001433
0.478516,0.01027,0.001303
0.479004,0.007783,0.001001
0.479492,0.005179,0.000772
0.47998,0.002152,0.000719
0.480469,-0.001491,0.000528
0.480957,-0.004407,0.000379
0.481445,-0.007334,6.58E-05
0.481934,-0.009827,-1.56E-05
0.482422,-0.01266,-0.000185
0.48291,-0.014919,-0.000293
0.483398,-0.017273,-0.000287
0.483887,-0.019245,-0.000509
0.484375,-0.021276,-0.000538
0.484863,-0.023614,-0.000833
0.485352,-0.025387,-0.001018
0.48584,-0.026645,-0.001295
0.486328,-0.02691,-0.001469
0.486816,-0.027308,-0.001544
0.487305,-0.027437,-0.001621
0.487793,-0.026817,-0.00162
0.488281,-0.0267,-0.001639
0.48877,-0.02556,-0.001594
0.489258,-0.024747,-0.001345
0.489746,-0.023576,-0.001269
0.490234,-0.02152,-0.001358
0.490723,-0.019638,-0.001186
0.491211,-0.017023,-0.001304
0.491699,-0.014761,-0.001345
0.492187,-0.013047,-0.001345
0.492676,-0.010953,-0.001413
0.493164,-0.007633,-0.001268
0.493652,-0.004606,-0.00127
0.494141,-0.001119,-0.001166
0.494629,0.001328,-0.001262
0.495117,0.004173,-0.001079
0.495605,0.007042,-0.001012
0.496094,0.009939,-0.000957
0.496582,0.012312,-0.000788
0.49707,0.014221,-0.000723
0.497559,0.016739,-0.000425
0.498047,0.018159,-0.000213
0.498535,0.020992,0.000115
0.499023,0.021948,0.00035
0.499512,0.022703,0.000535
0.5,0.023923,0.000732
0.500488,0.023959,0.000937
0.500977,0.024219,0.000966
0.501465,0.024249,0.001181
0.501953,0.024163,0.001431
0.502441,0.023506,0.001624
0.50293,0.023162,0.002
0.503418,0.021695,0.002177
0.503906,0.020303,0.002625
0.504395,0.017749,0.002476
0.504883,0.016132,0.002607
0.505371,0.014333,0.002402
0.505859,0.012338,0.002317
0.506348,0.01105,0.002037
0.506836,0.007591,0.001969
0.507324,0.005151,0.001623
0.507812,0.002518,0.001589
0.508301,-0.001083,0.001552
0.508789,-0.002484,0.001613
0.509277,-0.004764,0.001465
0.509766,-0.006688,0.001385
0.510254,-0.009538,0.001341
0.510742,-0.011575,0.001165
0.51123,-0.013493,0.001266
0.511719,-0.014388,0.001105
0.512207,-0.016003,0.001047
0.512695,-0.022964,0.000959
0.513184,0.003342,0.000799
0.513672,0.146353,0.000864
0.51416,-0.058356,0.000784
0.514648,-0.024423,0.001227
0.515137,0.030031,0.001422
0.515625,-0.040205,0.001513
0.516113,0.015951,0.002026
0.516602,0.025231,0.0023
0.51709,0.036769,0.003055
0.517578,0.098193,0.002915
0.518066,0.101974,0.001984
0.518555,0.146775,0.002869
0.519043,0.288044,0.00418
0.519531,0.191248,0.005386
0.52002,0.145563,0.005294
0.520508,0.27446,0.006404
0.520996,0.369066,0.008285
0.521484,0.405076,0.008996
0.521973,0.346048,0.009526
0.522461,0.278812,0.011352
0.522949,0.230606,0.012436
0.523437,0.280254,0.01183
0.523926,0.235575,0.016638
0.524414,0.215034,0.01583
0.524902,0.23417,0.015045
0.525391,0.170715,0.013257
0.525879,0.172312,0.010653
0.526367,0.122614,0.011724
0.526855,0.120773,0.009576
0.527344,0.107069,0.009802
0.527832,0.075649,0.010046
0.52832,-0.011264,0.00784
0.528809,-0.059083,0.007523
0.529297,-0.086514,0.005896
0.529785,-0.192488,0.003745
0.530273,-0.269198,0.001068
0.530762,-0.314923,-0.001004
0.53125,-0.342205,-0.001785
0.531738,-0.420313,-0.00128
0.532227,-0.465262,-0.002994
0.532715,-0.496778,-0.004343
0.533203,-0.483336,-0.006478
0.533691,-0.538115,-0.00767
0.53418,-0.612904,-0.007747
0.534668,-0.640452,-0.008472
0.535156,-0.645616,-0.010574
0.535645,-0.627793,-0.01342
0.536133,-0.635124,-0.01542
0.536621,-0.592363,-0.016527
0.537109,-0.61464,-0.016255
0.537598,-0.587874,-0.016314
0.538086,-0.595794,-0.024649
0.538574,-0.514232,-0.028009
0.539062,-0.433942,-0.026847
0.539551,-0.425129,-0.022525
0.540039,-0.33597,-0.020479
0.540527,-0.351259,-0.0197
0.541016,-0.292184,-0.015574
0.541504,-0.156636,-0.015883
0.541992,-0.073307,-0.013127
0.54248,-0.015124,-0.01333
0.542969,0.062568,-0.012658
0.543457,0.117316,-0.011464
0.543945,0.192222,-0.013489
0.544434,0.257153,-0.008886
0.544922,0.28858,-0.008199
0.54541,0.290155,-0.005882
0.545898,0.377074,-0.004748
0.546387,0.41318,-0.007344
0.546875,0.458772,-0.0061
0.547363,0.491472,0.000128
0.547852,0.529235,0.00366
0.54834,0.486952,0.004349
0.548828,0.519431,0.004396
0.549316,0.576612,0.004426
0.549805,0.615111,0.005662
0.550293,0.618238,0.003755
0.550781,0.61296,0.003618
0.55127,0.597118,0.003368
0.551758,0.539787,0.001812
0.552246,0.459247,0.001167
0.552734,0.423741,0.002845
0.553223,0.436438,0.006408
0.553711,0.389536,0.008011
0.554199,0.35058,0.009202
0.554687,0.330849,0.009754
0.555176,0.294373,0.009486
0.555664,0.218921,0.010497
0.556152,0.168873,0.011942
0.556641,0.121181,0.012221
0.557129,0.063003,0.011153
0.557617,-0.03204,0.009796
0.558105,-0.065891,0.008135
0.558594,-0.074162,0.007704
0.559082,-0.110097,0.005692
0.55957,-0.200099,0.005472
0.560059,-0.120698,0.006805
0.560547,-0.243394,0.007633
0.561035,-0.346345,0.008181
0.561523,-0.225041,0.005939
0.562012,-0.394264,0.005802
0.5625,-0.334215,0.005711
0.562988,-0.30768,0.005009
0.563477,-0.374882,0.003903
0.563965,-0.360637,0.007424
0.564453,-0.326538,0.005198
0.564941,-0.365939,0.008147
0.56543,-0.334196,0.007466
0.565918,-0.308126,0.005339
0.566406,-0.316878,0.007379
0.566895,-0.270311,0.005921
0.567383,-0.295061,0.003618
0.567871,-0.297177,0.000645
0.568359,-0.269379,-0.002813
0.568848,-0.243456,-0.00431
0.569336,-0.204786,-0.004828
0.569824,-0.145049,-0.008584
0.570312,-0.165783,-0.011465
0.570801,-0.072917,-0.009879
0.571289,-0.04473,-0.010369
0.571777,-0.015309,-0.008239
0.572266,0.064732,-0.008492
0.572754,0.084279,-0.007424
0.573242,0.09453,-0.005086
0.57373,0.080505,-0.004526
0.574219,0.058398,-0.00469
0.574707,0.151219,-0.004695
0.575195,0.170072,-0.002106
0.575684,0.15259,-0.00043
0.576172,0.185564,0.002013
0.57666,0.219818,0.003569
0.577148,0.209487,0.004653
0.577637,0.195677,0.002769
0.578125,0.212779,0.002784
0.578613,0.217103,0.001874
0.579102,0.22851,0.00035
0.57959,0.17224,0.001153
0.580078,0.205343,0.001073
0.580566,0.17576,0.002573
0.581055,0.15448,0.000775
0.581543,0.150607,-0.000555
0.582031,0.131684,-0.000203
0.58252,0.119501,0.000741
0.583008,0.144705,-0.000332
0.583496,0.091424,0.000697
0.583984,0.053374,0.002098
0.584473,0.067898,0.003739
0.584961,0.012542,0.004734
0.585449,-0.00427,0.005799
0.585937,-0.005489,0.005293
0.586426,-0.028376,0.006815
0.586914,-0.031441,0.00632
0.587402,-0.040227,0.006951
0.587891,-0.055379,0.006737
0.588379,-0.064384,0.007134
0.588867,-0.055667,0.007167
0.589355,-0.08719,0.006058
0.589844,-0.075052,0.005828
0.590332,-0.081705,0.006515
0.59082,-0.06823,0.006099
0.591309,-0.090658,0.004181
0.591797,-0.101983,0.002331
0.592285,-0.084949,0.001524
0.592773,-0.105936,0.002899
0.593262,-0.076198,0.002057
0.59375,-0.092614,0.002479
0.594238,-0.069909,0.002441
0.594727,-0.055552,0.001973
0.595215,-0.031592,0.002614
0.595703,-0.060439,0.002133
0.596191,-0.055085,0.002528
0.59668,-0.023689,0.001964
0.597168,-0.035,-9.50E-05
0.597656,-0.018024,-0.001942
0.598145,-0.001706,-0.004327
0.598633,0.011002,-0.00579
0.599121,-0.016886,-0.007048
0.599609,0.025673,-0.007811
0.600098,0.035357,-0.009058
0.600586,0.03676,-0.008849
0.601074,0.036373,-0.008397
0.601562,0.037888,-0.007706
0.602051,0.031294,-0.007655
0.602539,0.026464,-0.007394
0.603027,0.050103,-0.005982
0.603516,0.042575,-0.004528
0.604004,0.05937,-0.004051
0.604492,0.047634,-0.004258
0.60498,0.045746,-0.004486
0.605469,0.032639,-0.005674
0.605957,0.02678,-0.006019
0.606445,0.022187,-0.00628
0.606934,-0.009768,-0.00646
0.607422,-0.027089,-0.006639
0.60791,-0.011548,-0.006288
0.608398,-0.02092,-0.00504
0.608887,-0.037735,-0.00344
0.609375,-0.0235,-0.002045
0.609863,-0.011107,-0.001346
0.610352,-0.055886,-0.001404
0.61084,-0.061731,-0.001704
0.611328,-0.061303,-0.001999
0.611816,-0.060411,-0.001029
0.612305,-0.062937,-0.000944
0.612793,-0.08938,0.000811
0.613281,-0.088372,0.001379
0.61377,-0.076145,0.001652
0.614258,-0.07803,0.00304
0.614746,-0.081896,0.002852
0.615234,-0.08335,0.003415
0.615723,-0.068532,0.003177
0.616211,-0.057004,0.003842
0.616699,-0.060398,0.004245
0.617187,-0.058917,0.004349
0.617676,-0.047975,0.004698
0.618164,-0.030792,0.00416
0.618652,-0.022009,0.004286
0.619141,0.000424,0.005182
0.619629,0.028836,0.006419
0.620117,0.039655,0.008217
0.620605,0.061536,0.008585
0.621094,0.064227,0.009551
0.621582,0.081544,0.009408
0.62207,0.088001,0.00824
0.622559,0.089197,0.007874
0.623047,0.101894,0.006529
0.623535,0.112211,0.006003
0.624023,0.110737,0.005538
0.624512,0.107373,0.005345
0.625,0.126944,0.00602
0.625488,0.124435,0.006797
0.625977,0.145259,0.007141
0.626465,0.142109,0.006132
0.626953,0.137486,0.005269
0.627441,0.134376,0.003504
0.62793,0.134866,0.001885
0.628418,0.123426,-0.000117
0.628906,0.112547,-0.001984
0.629395,0.11135,-0.003311
0.629883,0.098264,-0.004183
0.630371,0.086435,-0.004855
0.630859,0.068985,-0.004847
0.631348,0.059218,-0.004161
0.631836,0.047635,-0.00304
0.632324,0.026768,-0.001502
0.632812,0.00692,-7.44E-05
0.633301,-0.014235,0.000812
0.633789,-0.027463,0.001096
0.634277,-0.040168,0.001076
0.634766,-0.064535,0.000693
0.635254,-0.079271,-0.000126
0.635742,-0.092793,-0.000579
0.63623,-0.111561,-0.001585
0.636719,-0.131691,-0.002813
0.637207,-0.137285,-0.004085
0.637695,-0.149254,-0.005193
0.638184,-0.152894,-0.005723
0.638672,-0.149813,-0.006394
0.63916,-0.150002,-0.006506
0.639648,-0.153579,-0.006587
0.640137,-0.175242,-0.005844
0.640625,-0.175822,-0.005559
0.641113,-0.164597,-0.004221
0.641602,-0.165822,-0.002358
0.64209,-0.161261,-0.000527
0.642578,-0.151261,0.001709
0.643066,-0.146417,0.003423
0.643555,-0.135442,0.004697
0.644043,-0.131971,0.005782
0.644531,-0.11494,0.006398
0.64502,-0.099953,0.005976
0.645508,-0.082647,0.005393
0.645996,-0.06693,0.004565
0.646484,-0.044704,0.004098
0.646973,-0.017967,0.003056
0.647461,0.004229,0.002142
0.647949,0.034748,0.001306
0.648437,0.050569,0.000835
0.648926,0.079809,0.000547
0.649414,0.092865,0.000888
0.649902,0.114763,0.0017
0.650391,0.128772,0.002412
0.650879,0.147912,0.003442
0.651367,0.159104,0.0044
0.651855,0.172699,0.005386
0.652344,0.183766,0.006013
0.652832,0.187533,0.006634
0.65332,0.19647,0.006257
0.653809,0.191696,0.005227
0.654297,0.193233,0.00395
0.654785,0.193274,0.002276
0.655273,0.188942,0.000801
0.655762,0.183962,-0.000984
0.65625,0.186482,-0.00226
0.656738,0.172941,-0.003064
0.657227,0.164516,-0.004185
0.657715,0.149833,-0.00541
0.658203,0.132682,-0.006596
0.658691,0.114699,-0.007284
0.65918,0.097801,-0.007205
0.659668,0.079976,-0.006621
0.660156,0.055268,-0.005668
0.660645,0.041723,-0.004389
0.661133,0.022747,-0.003183
0.661621,-0.003839,-0.002389
0.662109,-0.031322,-0.002217
0.662598,-0.051813,-0.002204
0.663086,-0.073782,-0.002425
0.663574,-0.096027,-0.003002
0.664062,-0.118074,-0.00343
0.664551,-0.131633,-0.004053
0.665039,-0.151208,-0.004262
0.665527,-0.160856,-0.004193
0.666016,-0.177939,-0.004047
0.666504,-0.187492,-0.00345
0.666992,-0.187799,-0.003311
0.66748,-0.195538,-0.00273
0.667969,-0.196568,-0.002256
0.668457,-0.193847,-0.001887
0.668945,-0.19002,-0.001574
0.669434,-0.185575,-0.001282
0.669922,-0.17412,-0.00079
0.67041,-0.17366,-0.000514
0.670898,-0.163044,-0.000332
0.671387,-0.153834,-0.000281
0.671875,-0.144666,-1.99E-05
0.672363,-0.138052,0.000631
0.672852,-0.11612,0.001016
0.67334,-0.100707,0.00207
0.673828,-0.078638,0.003382
0.674316,-0.057854,0.004808
0.674805,-0.0444,0.006396
0.675293,-0.01528,0.007114
0.675781,-0.000383,0.007426
0.67627,0.021217,0.007307
0.676758,0.040855,0.007005
0.677246,0.067019,0.006381
0.677734,0.083484,0.005028
0.678223,0.107387,0.003893
0.678711,0.121561,0.002665
0.679199,0.13285,0.001603
0.679687,0.147306,0.000373
0.680176,0.156195,-0.000462
0.680664,0.164843,-0.000877
0.681152,0.171098,-0.001367
0.681641,0.176655,-0.001549
0.682129,0.174733,-0.001538
0.682617,0.179694,-0.000975
0.683105,0.176353,-0.000302
0.683594,0.171728,0.000275
0.684082,0.165128,0.000491
0.68457,0.158656,0.000821
0.685059,0.151074,0.001068
0.685547,0.139048,0.001184
0.686035,0.131409,0.001013
0.686523,0.117335,0.00062
0.687012,0.101498,0.000274
0.6875,0.089737,-0.000112
0.687988,0.074309,-0.000949
0.688477,0.061851,-0.001765
0.688965,0.044301,-0.002308
0.689453,0.024215,-0.00244
0.689941,0.000114,-0.002989
0.69043,-0.020428,-0.002808
0.690918,-0.036596,-0.002521
0.691406,-0.059713,-0.001566
0.691895,-0.069287,-0.000259
0.692383,-0.084956,0.000563
0.692871,-0.100148,0.001703
0.693359,-0.110947,0.002755
0.693848,-0.123178,0.003625
0.694336,-0.132221,0.003864
0.694824,-0.137174,0.00365
0.695312,-0.146794,0.003182
0.695801,-0.147825,0.002599
0.696289,-0.148842,0.001851
0.696777,-0.15132,0.00137
0.697266,-0.150075,0.001384
0.697754,-0.146027,0.00172
0.698242,-0.141793,0.002332
0.69873,-0.139331,0.002899
0.699219,-0.125155,0.003974
0.699707,-0.120403,0.005132
0.700195,-0.103784,0.005849
0.700684,-0.094896,0.006422
0.701172,-0.083891,0.006558
0.70166,-0.072246,0.006272
0.702148,-0.059445,0.005687
0.702637,-0.045342,0.004617
0.703125,-0.029079,0.003729
0.703613,-0.00927,0.002896
0.704102,0.002146,0.002023
0.70459,0.021227,0.000805
0.705078,0.035831,-3.50E-05
0.705566,0.053678,-0.000275
0.706055,0.067143,-0.000504
0.706543,0.083467,-0.000391
0.707031,0.092349,-0.000438
0.70752,0.104757,-5.37E-05
0.708008,0.114312,-0.000292
0.708496,0.11809,-0.000289
0.708984,0.125855,-0.000273
0.709473,0.127409,-5.81E-05
0.709961,0.130434,0.000225
0.710449,0.129227,2.59E-06
0.710937,0.129954,-0.000304
0.711426,0.125118,-0.00094
0.711914,0.120135,-0.001761
0.712402,0.1156,-0.002854
0.712891,0.107411,-0.004151
0.713379,0.096579,-0.005561
0.713867,0.090991,-0.006425
0.714355,0.080847,-0.006809
0.714844,0.069794,-0.006882
0.715332,0.058085,-0.006687
0.71582,0.045507,-0.006549
0.716309,0.036816,-0.005435
0.716797,0.023751,-0.003967
0.717285,0.012535,-0.002944
0.717773,-0.001985,-0.002275
0.718262,-0.010168,-0.00186
0.71875,-0.019536,-0.001508
0.719238,-0.040813,-0.00178
0.719727,-0.053257,-0.001801
0.720215,-0.067121,-0.00199
0.720703,-0.079894,-0.00253
0.721191,-0.092036,-0.002777
0.72168,-0.101154,-0.002881
0.722168,-0.106078,-0.002186
0.722656,-0.105558,-0.001816
0.723145,-0.109201,-0.001303
0.723633,-0.109629,-0.000511
0.724121,-0.109346,-0.000104
0.724609,-0.108529,0.000661
0.725098,-0.109652,0.001672
0.725586,-0.102072,0.002719
0.726074,-0.097948,0.003801
0.726562,-0.091571,0.004862
0.727051,-0.079593,0.005714
0.727539,-0.076341,0.006737
0.728027,-0.066855,0.007351
0.728516,-0.060195,0.007269
0.729004,-0.050904,0.006788
0.729492,-0.045111,0.006014
0.72998,-0.032898,0.00525
0.730469,-0.027205,0.004333
0.730957,-0.016433,0.003496
0.731445,-0.003514,0.002396
0.731934,0.00483,0.001892
0.732422,0.014629,0.00139
0.73291,0.027406,0.000921
0.733398,0.03987,0.000675
0.733887,0.049971,0.000394
0.734375,0.064599,0.000573
0.734863,0.07196,0.00056
0.735352,0.080371,0.000551
0.73584,0.085841,0.000215
0.736328,0.08942,-0.000116
0.736816,0.090383,-0.000476
0.737305,0.091083,-0.000936
0.737793,0.092193,-0.001257
0.738281,0.08717,-0.001469
0.73877,0.088373,-0.001792
0.739258,0.086324,-0.002178
0.739746,0.079522,-0.002678
0.740234,0.074738,-0.003079
0.740723,0.070201,-0.003452
0.741211,0.063587,-0.003996
0.741699,0.055988,-0.004462
0.742187,0.049097,-0.004685
0.742676,0.044768,-0.004536
0.743164,0.037452,-0.003803
0.743652,0.034345,-0.003059
0.744141,0.021302,-0.00278
0.744629,0.016655,-0.002292
0.745117,0.009218,-0.001421
0.745605,-0.00402,-0.000803
0.746094,-0.010762,-0.000116
0.746582,-0.017332,9.58E-05
0.74707,-0.025684,0.000371
0.747559,-0.035213,0.000339
0.748047,-0.045408,0.000324
0.748535,-0.056297,0.000372
0.749023,-0.061072,-5.44E-05
0.749512,-0.068437,0.000332
0.75,-0.072653,0.000733
0.750488,-0.07586,0.00136
0.750977,-0.073637,0.002062
0.751465,-0.075568,0.002536
0.751953,-0.070473,0.003108
0.752441,-0.071815,0.003467
0.75293,-0.069937,0.003637
0.753418,-0.066291,0.003797
0.753906,-0.063675,0.004093
0.754395,-0.059042,0.00462
0.754883,-0.055403,0.005055
0.755371,-0.048038,0.005645
0.755859,-0.043476,0.006402
0.756348,-0.035554,0.007056
0.756836,-0.033851,0.007025
0.757324,-0.028559,0.006516
0.757812,-0.023718,0.005374
0.758301,-0.017686,0.00431
0.758789,-0.009546,0.003497
0.759277,-5.52E-05,0.002687
0.759766,0.007876,0.001958
0.760254,0.01532,0.001532
0.760742,0.021362,0.000859
0.76123,0.025536,0.000434
0.761719,0.034017,0.000142
0.762207,0.042781,1.20E-05
0.762695,0.048981,0.000111
0.763184,0.053606,0.000129
0.763672,0.057518,-0.000133
0.76416,0.060246,-0.000686
0.764648,0.061034,-0.001205
0.765137,0.061763,-0.001537
0.765625,0.06226,-0.001763
0.766113,0.060292,-0.001945
0.766602,0.059909,-0.002296
0.76709,0.058105,-0.002315
0.767578,0.054399,-0.002566
0.768066,0.051792,-0.002991
0.768555,0.047899,-0.003452
0.769043,0.043237,-0.003996
0.769531,0.039079,-0.004595
0.77002,0.034493,-0.005169
0.770508,0.030503,-0.005797
0.770996,0.025565,-0.005886
0.771484,0.023362,-0.005481
0.771973,0.01692,-0.004996
0.772461,0.010765,-0.004184
0.772949,0.004039,-0.003078
0.773437,-0.003442,-0.002005
0.773926,-0.008642,-0.001123
0.774414,-0.013534,-0.000498
0.774902,-0.018401,0.000267
0.775391,-0.022056,0.000774
0.775879,-0.0263,0.001093
0.776367,-0.034015,0.001162
0.776855,-0.038842,0.001196
0.777344,-0.045091,0.001315
0.777832,-0.049124,0.001493
0.77832,-0.052525,0.001846
0.778809,-0.05192,0.002172
0.779297,-0.053818,0.002736
0.779785,-0.050682,0.003232
0.780273,-0.049165,0.003593
0.780762,-0.048969,0.0041
0.78125,-0.047148,0.004691
0.781738,-0.045866,0.005296
0.782227,-0.043741,0.005831
0.782715,-0.040358,0.006308
0.783203,-0.036403,0.00658
0.783691,-0.034739,0.006812
0.78418,-0.02856,0.006747
0.784668,-0.025386,0.006142
0.785156,-0.022326,0.005634
0.785645,-0.017759,0.004631
0.786133,-0.012594,0.003653
0.786621,-0.009182,0.002606
0.787109,-0.002279,0.001641
0.787598,0.003698,0.000648
0.788086,0.005626,-0.000203
0.788574,0.011171,-0.0008
0.789062,0.014611,-0.001277
0.789551,0.019179,-0.001573
0.790039,0.02297,-0.001604
0.790527,0.028084,-0.001743
0.791016,0.031501,-0.001777
0.791504,0.035606,-0.00172
0.791992,0.039903,-0.001827
0.79248,0.041074,-0.001873
0.792969,0.041851,-0.002114
0.793457,0.042835,-0.002165
0.793945,0.043439,-0.002499
0.794434,0.042768,-0.002863
0.794922,0.040834,-0.003258
0.79541,0.040886,-0.003445
0.795898,0.040089,-0.003816
0.796387,0.038934,-0.004076
0.796875,0.035646,-0.00417
0.797363,0.033116,-0.004228
0.797852,0.03108,-0.004202
0.79834,0.027915,-0.003895
0.798828,0.024352,-0.003508
0.799316,0.020777,-0.003133
0.799805,0.016784,-0.002529
0.800293,0.012887,-0.001875
0.800781,0.010232,-0.001266
0.80127,0.00657,-0.000553
0.801758,0.002117,0.000103
0.802246,-0.001363,0.000542
0.802734,-0.004079,0.000957
0.803223,-0.010091,0.001205
0.803711,-0.015114,0.001537
0.804199,-0.019377,0.001735
0.804687,-0.022889,0.00178
0.805176,-0.026544,0.001851
0.805664,-0.029171,0.001973
0.806152,-0.032243,0.001993
0.806641,-0.034391,0.002265
0.807129,-0.035278,0.00255
0.807617,-0.037497,0.003073
0.808105,-0.037789,0.003517
0.808594,-0.037153,0.003936
0.809082,-0.037291,0.0046
0.80957,-0.037591,0.005037
0.810059,-0.036596,0.005461
0.810547,-0.035674,0.005719
0.811035,-0.034046,0.005553
0.811523,-0.032375,0.005277
0.812012,-0.030916,0.004706
0.8125,-0.028311,0.004087
0.812988,-0.024448,0.003143
0.813477,-0.021624,0.002348
0.813965,-0.018886,0.001672
0.814453,-0.015896,0.000966
0.814941,-0.013433,0.000413
0.81543,-0.009843,1.64E-05
0.815918,-0.006295,-0.000351
0.816406,-0.001793,-0.000712
0.816895,0.003029,-0.000899
0.817383,0.006644,-0.000943
0.817871,0.009867,-0.001164
0.818359,0.013896,-0.001079
0.818848,0.018165,-0.001394
0.819336,0.021298,-0.001457
0.819824,0.023404,-0.001654
0.820312,0.026279,-0.002052
0.820801,0.029478,-0.002308
0.821289,0.031535,-0.00273
0.821777,0.032669,-0.003032
0.822266,0.033396,-0.00331
0.822754,0.034579,-0.003506
0.823242,0.035791,-0.003527
0.82373,0.037338,-0.003366
0.824219,0.036914,-0.003205
